2019-01-30 09:44:56,377 INFO Initialized rank 0 out of 1
2019-01-30 09:44:56,377 INFO Configuration: {'output_dir': '${SCRATCH}/heptrkx/results/gnnsegclf_med_000', 'trainer': {'name': 'gnn', 'real_weight': 2.5, 'fake_weight': 0.625}, 'data': {'name': 'hitgraphs', 'input_dir': '${SCRATCH}/heptrkx/hitgraphs_med_000', 'n_train': 24, 'n_valid': 4, 'batch_size': 1, 'n_workers': 4}, 'model': {'name': 'gnn_segment_classifier', 'input_dim': 3, 'hidden_dim': 64, 'n_iters': 4, 'loss_func': 'binary_cross_entropy', 'optimizer': 'Adam', 'learning_rate': 0.001}, 'training': {'n_epochs': 16}}
2019-01-30 09:44:56,378 INFO Saving job outputs to /global/cscratch1/sd/esaliya/heptrkx/results/gnnsegclf_med_000
2019-01-30 09:44:56,384 INFO Loaded 24 training samples
2019-01-30 09:44:56,385 INFO Loaded 4 validation samples
2019-01-30 09:44:56,406 INFO Model: 
DistributedDataParallelCPU(
  (module): GNNSegmentClassifier(
    (input_network): Sequential(
      (0): Linear(in_features=3, out_features=64, bias=True)
      (1): Tanh()
    )
    (edge_network): EdgeNetwork(
      (network): Sequential(
        (0): Linear(in_features=134, out_features=64, bias=True)
        (1): Tanh()
        (2): Linear(in_features=64, out_features=1, bias=True)
        (3): Sigmoid()
      )
    )
    (node_network): NodeNetwork(
      (network): Sequential(
        (0): Linear(in_features=201, out_features=64, bias=True)
        (1): Tanh()
        (2): Linear(in_features=64, out_features=64, bias=True)
        (3): Tanh()
      )
    )
  )
)
Parameters: 26049
2019-01-30 09:44:56,406 INFO Epoch 0
2019-01-30 09:45:06,538 DEBUG   batch 0, loss 0.535693
2019-01-30 10:04:19,249 DEBUG   batch 13, loss 0.479559
2019-01-30 10:04:23,892 DEBUG   batch 14, loss 0.398053
2019-01-30 10:04:25,810 DEBUG   batch 15, loss 0.467445
2019-01-30 10:04:29,845 DEBUG   batch 16, loss 0.404495
2019-01-30 10:04:34,488 DEBUG   batch 17, loss 0.390651
2019-01-30 10:04:36,749 DEBUG   batch 18, loss 0.447857
2019-01-30 10:04:41,310 DEBUG   batch 19, loss 0.386535
2019-01-30 10:04:44,230 DEBUG   batch 20, loss 0.423661
2019-01-30 10:04:48,647 DEBUG   batch 21, loss 0.395820
2019-01-30 10:04:53,145 DEBUG   batch 22, loss 0.390562
2019-01-30 10:04:59,002 DEBUG   batch 23, loss 0.375004
2019-01-30 10:04:59,022 DEBUG  Processed 24 batches
2019-01-30 10:04:59,022 INFO   Training loss: 0.419
2019-01-30 10:05:00,359 DEBUG  batch 0
2019-01-30 10:05:02,570 DEBUG  batch 1
2019-01-30 10:05:03,518 DEBUG  batch 2
2019-01-30 10:05:05,454 DEBUG  batch 3
2019-01-30 10:05:06,303 DEBUG  Processed 4 samples in 4 batches
2019-01-30 10:05:06,303 INFO   Validation loss: 0.361 acc: 0.916
2019-01-30 10:05:06,355 INFO Epoch 12
2019-01-30 10:05:16,394 DEBUG   batch 0, loss 0.349417
2019-01-30 10:05:18,608 DEBUG   batch 1, loss 0.453047
2019-01-30 10:05:22,966 DEBUG   batch 2, loss 0.398761
2019-01-30 10:05:24,985 DEBUG   batch 3, loss 0.462449
2019-01-30 10:05:26,702 DEBUG   batch 4, loss 0.474107
2019-01-30 10:05:34,000 DEBUG   batch 5, loss 0.354136
2019-01-30 10:05:36,951 DEBUG   batch 6, loss 0.434686
2019-01-30 10:05:44,028 DEBUG   batch 7, loss 0.361064
2019-01-30 10:05:45,151 DEBUG   batch 8, loss 0.524267
2019-01-30 10:05:47,948 DEBUG   batch 9, loss 0.435024
2019-01-30 10:05:50,618 DEBUG   batch 10, loss 0.432575
2019-01-30 10:05:55,622 DEBUG   batch 11, loss 0.389376
2019-01-30 10:05:58,211 DEBUG   batch 12, loss 0.432825
2019-01-30 10:05:59,839 DEBUG   batch 13, loss 0.479339
2019-01-30 10:06:04,472 DEBUG   batch 14, loss 0.397927
2019-01-30 10:06:06,401 DEBUG   batch 15, loss 0.467252
2019-01-30 10:06:10,436 DEBUG   batch 16, loss 0.404355
2019-01-30 10:06:15,087 DEBUG   batch 17, loss 0.390527
2019-01-30 10:06:17,349 DEBUG   batch 18, loss 0.447675
2019-01-30 10:06:21,818 DEBUG   batch 19, loss 0.386434
2019-01-30 10:06:24,748 DEBUG   batch 20, loss 0.423533
2019-01-30 10:06:29,152 DEBUG   batch 21, loss 0.395710
2019-01-30 10:06:33,652 DEBUG   batch 22, loss 0.390433
2019-01-30 10:06:39,443 DEBUG   batch 23, loss 0.374931
2019-01-30 10:06:39,467 DEBUG  Processed 24 batches
2019-01-30 10:06:39,467 INFO   Training loss: 0.419
2019-01-30 10:06:40,864 DEBUG  batch 0
2019-01-30 10:06:43,036 DEBUG  batch 1
2019-01-30 10:06:43,771 DEBUG  batch 2
2019-01-30 10:06:45,700 DEBUG  batch 3
2019-01-30 10:06:46,341 DEBUG  Processed 4 samples in 4 batches
2019-01-30 10:06:46,341 INFO   Validation loss: 0.361 acc: 0.916
2019-01-30 10:06:46,414 INFO Epoch 13
2019-01-30 10:06:56,391 DEBUG   batch 0, loss 0.349324
2019-01-30 10:06:58,596 DEBUG   batch 1, loss 0.452829
2019-01-30 10:07:02,905 DEBUG   batch 2, loss 0.398637
2019-01-30 10:07:04,920 DEBUG   batch 3, loss 0.462273
2019-01-30 10:07:06,636 DEBUG   batch 4, loss 0.473913
2019-01-30 10:07:13,865 DEBUG   batch 5, loss 0.354048
2019-01-30 10:07:16,776 DEBUG   batch 6, loss 0.434550
2019-01-30 10:07:23,808 DEBUG   batch 7, loss 0.360983
2019-01-30 10:07:24,963 DEBUG   batch 8, loss 0.524047
2019-01-30 10:07:27,729 DEBUG   batch 9, loss 0.434930
2019-01-30 10:07:30,368 DEBUG   batch 10, loss 0.432429
2019-01-30 10:07:35,415 DEBUG   batch 11, loss 0.389306
2019-01-30 10:07:37,995 DEBUG   batch 12, loss 0.432729
2019-01-30 10:07:39,626 DEBUG   batch 13, loss 0.479161
2019-01-30 10:07:44,188 DEBUG   batch 14, loss 0.397865
2019-01-30 10:07:46,117 DEBUG   batch 15, loss 0.467103
2019-01-30 10:07:50,170 DEBUG   batch 16, loss 0.404229
2019-01-30 10:07:54,772 DEBUG   batch 17, loss 0.390413
2019-01-30 10:07:57,022 DEBUG   batch 18, loss 0.447507
2019-01-30 10:08:01,584 DEBUG   batch 19, loss 0.386350
2019-01-30 10:08:04,524 DEBUG   batch 20, loss 0.423379
2019-01-30 10:08:08,953 DEBUG   batch 21, loss 0.395614
2019-01-30 10:08:13,410 DEBUG   batch 22, loss 0.390316
2019-01-30 10:08:19,305 DEBUG   batch 23, loss 0.374860
2019-01-30 10:08:19,329 DEBUG  Processed 24 batches
2019-01-30 10:08:19,329 INFO   Training loss: 0.419
2019-01-30 10:08:20,747 DEBUG  batch 0
2019-01-30 10:08:22,925 DEBUG  batch 1
2019-01-30 10:08:23,701 DEBUG  batch 2
2019-01-30 10:08:25,637 DEBUG  batch 3
2019-01-30 10:08:26,276 DEBUG  Processed 4 samples in 4 batches
2019-01-30 10:08:26,276 INFO   Validation loss: 0.362 acc: 0.916
2019-01-30 10:08:26,345 INFO Epoch 14
2019-01-30 10:08:36,248 DEBUG   batch 0, loss 0.349276
2019-01-30 10:08:38,465 DEBUG   batch 1, loss 0.452582
2019-01-30 10:08:42,833 DEBUG   batch 2, loss 0.398508
2019-01-30 10:08:44,852 DEBUG   batch 3, loss 0.462077
2019-01-30 10:08:46,542 DEBUG   batch 4, loss 0.473742
2019-01-30 10:08:53,777 DEBUG   batch 5, loss 0.353974
2019-01-30 10:08:56,744 DEBUG   batch 6, loss 0.434409
2019-01-30 10:09:03,906 DEBUG   batch 7, loss 0.360906
2019-01-30 10:09:05,041 DEBUG   batch 8, loss 0.523852
2019-01-30 10:09:07,801 DEBUG   batch 9, loss 0.434758
2019-01-30 10:09:10,468 DEBUG   batch 10, loss 0.432270
2019-01-30 10:09:15,556 DEBUG   batch 11, loss 0.389180
2019-01-30 10:09:18,091 DEBUG   batch 12, loss 0.432627
2019-01-30 10:09:19,722 DEBUG   batch 13, loss 0.478962
2019-01-30 10:09:24,369 DEBUG   batch 14, loss 0.397795
2019-01-30 10:09:26,312 DEBUG   batch 15, loss 0.466892
2019-01-30 10:09:30,295 DEBUG   batch 16, loss 0.404102
2019-01-30 10:09:34,855 DEBUG   batch 17, loss 0.390280
2019-01-30 10:09:37,093 DEBUG   batch 18, loss 0.447338
2019-01-30 10:09:41,663 DEBUG   batch 19, loss 0.386270
2019-01-30 10:09:44,563 DEBUG   batch 20, loss 0.423233
2019-01-30 10:09:48,905 DEBUG   batch 21, loss 0.395517
2019-01-30 10:09:53,338 DEBUG   batch 22, loss 0.390206
2019-01-30 10:09:59,163 DEBUG   batch 23, loss 0.374774
2019-01-30 10:09:59,190 DEBUG  Processed 24 batches
2019-01-30 10:09:59,190 INFO   Training loss: 0.419
2019-01-30 10:10:02,363 DEBUG  batch 0
2019-01-30 10:10:04,532 DEBUG  batch 1
2019-01-30 10:10:05,484 DEBUG  batch 2
2019-01-30 10:10:07,423 DEBUG  batch 3
2019-01-30 10:10:08,272 DEBUG  Processed 4 samples in 4 batches
2019-01-30 10:10:08,272 INFO   Validation loss: 0.364 acc: 0.915
2019-01-30 10:10:08,324 INFO Epoch 15
2019-01-30 10:10:18,363 DEBUG   batch 0, loss 0.349243
2019-01-30 10:10:20,576 DEBUG   batch 1, loss 0.452362
2019-01-30 10:10:24,882 DEBUG   batch 2, loss 0.398372
2019-01-30 10:10:26,925 DEBUG   batch 3, loss 0.461899
2019-01-30 10:10:28,635 DEBUG   batch 4, loss 0.473589
2019-01-30 10:10:35,930 DEBUG   batch 5, loss 0.353890
2019-01-30 10:10:38,852 DEBUG   batch 6, loss 0.434248
2019-01-30 10:10:45,963 DEBUG   batch 7, loss 0.360824
2019-01-30 10:10:47,138 DEBUG   batch 8, loss 0.523675
2019-01-30 10:10:49,953 DEBUG   batch 9, loss 0.434570
2019-01-30 10:10:52,602 DEBUG   batch 10, loss 0.432111
2019-01-30 10:10:57,632 DEBUG   batch 11, loss 0.389045
2019-01-30 10:11:00,233 DEBUG   batch 12, loss 0.432523
2019-01-30 10:11:01,851 DEBUG   batch 13, loss 0.478770
2019-01-30 10:11:06,433 DEBUG   batch 14, loss 0.397682
2019-01-30 10:11:08,337 DEBUG   batch 15, loss 0.466686
2019-01-30 10:11:12,394 DEBUG   batch 16, loss 0.403957
2019-01-30 10:11:17,056 DEBUG   batch 17, loss 0.390144
2019-01-30 10:11:19,293 DEBUG   batch 18, loss 0.447164
2019-01-30 10:11:23,837 DEBUG   batch 19, loss 0.386159
2019-01-30 10:11:26,781 DEBUG   batch 20, loss 0.423092
2019-01-30 10:11:31,205 DEBUG   batch 21, loss 0.395405
2019-01-30 10:11:35,625 DEBUG   batch 22, loss 0.390096
2019-01-30 10:11:41,519 DEBUG   batch 23, loss 0.374680
2019-01-30 10:11:41,543 DEBUG  Processed 24 batches
2019-01-30 10:11:41,543 INFO   Training loss: 0.419
2019-01-30 10:11:42,865 DEBUG  batch 0
2019-01-30 10:11:45,065 DEBUG  batch 1
2019-01-30 10:11:46,011 DEBUG  batch 2
2019-01-30 10:11:47,914 DEBUG  batch 3
2019-01-30 10:11:48,763 DEBUG  Processed 4 samples in 4 batches
2019-01-30 10:11:48,763 INFO   Validation loss: 0.364 acc: 0.915
2019-01-30 10:11:48,815 INFO Saving summaries to /global/cscratch1/sd/esaliya/heptrkx/results/gnnsegclf_med_000/summaries.npz
2019-01-30 10:11:48,828 INFO Finished training
2019-01-30 10:11:48,828 INFO Train samples 24 time 93.0134 s rate 0.258027 samples/s
2019-01-30 10:11:48,828 INFO Valid samples 4 time 7.08858 s rate 0.564288 samples/s
2019-01-30 10:11:48,828 INFO All done!
