`bottleneck` is a tool that can be used as an initial step for debugging
bottlenecks in your program.

It summarizes runs of your script with the Python profiler and PyTorch's
autograd profiler. Because your script will be profiled, please ensure that it
exits in a finite amount of time.

For more complicated uses of the profilers, please see
https://docs.python.org/3/library/profile.html and
https://pytorch.org/docs/master/autograd.html#profiler for more information.
Running environment analysis...
Running your script with cProfile
2019-01-30 09:13:18,388 INFO Initialized rank 0 out of 1
2019-01-30 09:13:18,388 INFO Configuration: {'output_dir': '${SCRATCH}/heptrkx/results/gnnsegclf_med_000', 'trainer': {'name': 'gnn', 'real_weight': 2.5, 'fake_weight': 0.625}, 'data': {'name': 'hitgraphs', 'input_dir': '${SCRATCH}/heptrkx/hitgraphs_med_000', 'n_train': 24, 'n_valid': 4, 'batch_size': 1, 'n_workers': 4}, 'model': {'name': 'gnn_segment_classifier', 'input_dim': 3, 'hidden_dim': 64, 'n_iters': 4, 'loss_func': 'binary_cross_entropy', 'optimizer': 'Adam', 'learning_rate': 0.001}, 'training': {'n_epochs': 16}}
2019-01-30 09:13:18,388 INFO Saving job outputs to /global/cscratch1/sd/esaliya/heptrkx/results/gnnsegclf_med_000
2019-01-30 09:13:18,404 INFO Loaded 24 training samples
2019-01-30 09:13:18,404 INFO Loaded 4 validation samples
2019-01-30 09:13:18,555 INFO Model: 
DistributedDataParallelCPU(
  (module): GNNSegmentClassifier(
    (input_network): Sequential(
      (0): Linear(in_features=3, out_features=64, bias=True)
      (1): Tanh()
    )
    (edge_network): EdgeNetwork(
      (network): Sequential(
        (0): Linear(in_features=134, out_features=64, bias=True)
        (1): Tanh()
        (2): Linear(in_features=64, out_features=1, bias=True)
        (3): Sigmoid()
      )
    )
    (node_network): NodeNetwork(
      (network): Sequential(
        (0): Linear(in_features=201, out_features=64, bias=True)
        (1): Tanh()
        (2): Linear(in_features=64, out_features=64, bias=True)
        (3): Tanh()
      )
    )
  )
)
Parameters: 26049
2019-01-30 09:13:18,555 INFO Epoch 0
2019-01-30 09:13:22,064 DEBUG   batch 0, loss 0.540380
2019-01-30 09:31:47,365 DEBUG   batch 3, loss 0.398814
2019-01-30 09:31:53,245 DEBUG   batch 4, loss 0.375019
2019-01-30 09:32:01,574 DEBUG   batch 5, loss 0.349366
2019-01-30 09:32:05,944 DEBUG   batch 6, loss 0.404478
2019-01-30 09:32:11,068 DEBUG   batch 7, loss 0.389282
2019-01-30 09:32:15,801 DEBUG   batch 8, loss 0.397717
2019-01-30 09:32:17,753 DEBUG   batch 9, loss 0.462390
2019-01-30 09:32:19,950 DEBUG   batch 10, loss 0.449668
2019-01-30 09:32:24,407 DEBUG   batch 11, loss 0.395924
2019-01-30 09:32:26,838 DEBUG   batch 12, loss 0.447152
2019-01-30 09:32:33,926 DEBUG   batch 13, loss 0.361064
2019-01-30 09:32:41,478 DEBUG   batch 14, loss 0.354098
2019-01-30 09:32:43,302 DEBUG   batch 15, loss 0.479386
2019-01-30 09:32:48,668 DEBUG   batch 16, loss 0.378001
2019-01-30 09:32:53,129 DEBUG   batch 17, loss 0.390514
2019-01-30 09:32:54,967 DEBUG   batch 18, loss 0.467099
2019-01-30 09:32:57,587 DEBUG   batch 19, loss 0.432555
2019-01-30 09:33:00,435 DEBUG   batch 20, loss 0.435261
2019-01-30 09:33:01,396 DEBUG   batch 21, loss 0.524491
2019-01-30 09:33:04,151 DEBUG   batch 22, loss 0.434637
2019-01-30 09:33:06,416 DEBUG   batch 23, loss 0.447978
2019-01-30 09:33:06,443 DEBUG  Processed 24 batches
2019-01-30 09:33:06,443 INFO   Training loss: 0.419
2019-01-30 09:33:07,565 DEBUG  batch 0
2019-01-30 09:33:09,523 DEBUG  batch 1
2019-01-30 09:33:11,442 DEBUG  batch 2
2019-01-30 09:33:12,118 DEBUG  batch 3
2019-01-30 09:33:13,227 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:33:13,227 INFO   Validation loss: 0.369 acc: 0.915
2019-01-30 09:33:13,292 INFO Epoch 12
2019-01-30 09:33:16,656 DEBUG   batch 0, loss 0.432831
2019-01-30 09:33:18,728 DEBUG   batch 1, loss 0.452830
2019-01-30 09:33:23,353 DEBUG   batch 2, loss 0.386378
2019-01-30 09:33:27,806 DEBUG   batch 3, loss 0.398732
2019-01-30 09:33:33,706 DEBUG   batch 4, loss 0.374905
2019-01-30 09:33:42,072 DEBUG   batch 5, loss 0.349309
2019-01-30 09:33:46,378 DEBUG   batch 6, loss 0.404261
2019-01-30 09:33:51,333 DEBUG   batch 7, loss 0.389249
2019-01-30 09:33:56,057 DEBUG   batch 8, loss 0.397479
2019-01-30 09:33:58,020 DEBUG   batch 9, loss 0.462300
2019-01-30 09:34:00,134 DEBUG   batch 10, loss 0.449587
2019-01-30 09:34:04,441 DEBUG   batch 11, loss 0.395823
2019-01-30 09:34:06,775 DEBUG   batch 12, loss 0.447183
2019-01-30 09:34:13,852 DEBUG   batch 13, loss 0.360968
2019-01-30 09:34:21,245 DEBUG   batch 14, loss 0.354038
2019-01-30 09:34:22,949 DEBUG   batch 15, loss 0.479185
2019-01-30 09:34:28,267 DEBUG   batch 16, loss 0.377921
2019-01-30 09:34:32,777 DEBUG   batch 17, loss 0.390406
2019-01-30 09:34:34,577 DEBUG   batch 18, loss 0.466792
2019-01-30 09:34:37,130 DEBUG   batch 19, loss 0.432503
2019-01-30 09:34:39,844 DEBUG   batch 20, loss 0.434778
2019-01-30 09:34:40,750 DEBUG   batch 21, loss 0.524117
2019-01-30 09:34:43,478 DEBUG   batch 22, loss 0.434292
2019-01-30 09:34:45,719 DEBUG   batch 23, loss 0.447469
2019-01-30 09:34:45,744 DEBUG  Processed 24 batches
2019-01-30 09:34:45,745 INFO   Training loss: 0.418
2019-01-30 09:34:46,935 DEBUG  batch 0
2019-01-30 09:34:48,511 DEBUG  batch 1
2019-01-30 09:34:49,911 DEBUG  batch 2
2019-01-30 09:34:50,253 DEBUG  batch 3
2019-01-30 09:34:50,826 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:34:50,827 INFO   Validation loss: 0.371 acc: 0.915
2019-01-30 09:34:50,931 INFO Epoch 13
2019-01-30 09:34:54,287 DEBUG   batch 0, loss 0.432716
2019-01-30 09:34:56,352 DEBUG   batch 1, loss 0.452627
2019-01-30 09:35:00,968 DEBUG   batch 2, loss 0.386249
2019-01-30 09:35:05,451 DEBUG   batch 3, loss 0.398527
2019-01-30 09:35:11,395 DEBUG   batch 4, loss 0.374793
2019-01-30 09:35:19,673 DEBUG   batch 5, loss 0.349194
2019-01-30 09:35:24,004 DEBUG   batch 6, loss 0.404173
2019-01-30 09:35:29,076 DEBUG   batch 7, loss 0.389117
2019-01-30 09:35:33,796 DEBUG   batch 8, loss 0.397336
2019-01-30 09:35:35,789 DEBUG   batch 9, loss 0.462133
2019-01-30 09:35:37,944 DEBUG   batch 10, loss 0.449492
2019-01-30 09:35:42,381 DEBUG   batch 11, loss 0.395650
2019-01-30 09:35:44,810 DEBUG   batch 12, loss 0.447194
2019-01-30 09:35:51,899 DEBUG   batch 13, loss 0.360990
2019-01-30 09:35:59,343 DEBUG   batch 14, loss 0.353960
2019-01-30 09:36:01,045 DEBUG   batch 15, loss 0.479072
2019-01-30 09:36:06,372 DEBUG   batch 16, loss 0.377756
2019-01-30 09:36:10,815 DEBUG   batch 17, loss 0.390475
2019-01-30 09:36:12,680 DEBUG   batch 18, loss 0.466626
2019-01-30 09:36:15,294 DEBUG   batch 19, loss 0.432541
2019-01-30 09:36:18,078 DEBUG   batch 20, loss 0.434582
2019-01-30 09:36:18,988 DEBUG   batch 21, loss 0.524387
2019-01-30 09:36:21,737 DEBUG   batch 22, loss 0.435676
2019-01-30 09:36:23,969 DEBUG   batch 23, loss 0.447340
2019-01-30 09:36:23,996 DEBUG  Processed 24 batches
2019-01-30 09:36:23,997 INFO   Training loss: 0.418
2019-01-30 09:36:25,112 DEBUG  batch 0
2019-01-30 09:36:27,085 DEBUG  batch 1
2019-01-30 09:36:28,952 DEBUG  batch 2
2019-01-30 09:36:29,627 DEBUG  batch 3
2019-01-30 09:36:30,740 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:36:30,740 INFO   Validation loss: 0.389 acc: 0.913
2019-01-30 09:36:30,805 INFO Epoch 14
2019-01-30 09:36:34,343 DEBUG   batch 0, loss 0.433977
2019-01-30 09:36:36,405 DEBUG   batch 1, loss 0.453019
2019-01-30 09:36:41,034 DEBUG   batch 2, loss 0.386590
2019-01-30 09:36:45,474 DEBUG   batch 3, loss 0.398462
2019-01-30 09:36:51,360 DEBUG   batch 4, loss 0.376095
2019-01-30 09:36:59,720 DEBUG   batch 5, loss 0.349251
2019-01-30 09:37:04,062 DEBUG   batch 6, loss 0.406500
2019-01-30 09:37:09,134 DEBUG   batch 7, loss 0.389122
2019-01-30 09:37:13,858 DEBUG   batch 8, loss 0.399305
2019-01-30 09:37:15,818 DEBUG   batch 9, loss 0.462250
2019-01-30 09:37:18,028 DEBUG   batch 10, loss 0.449772
2019-01-30 09:37:22,457 DEBUG   batch 11, loss 0.396819
2019-01-30 09:37:24,838 DEBUG   batch 12, loss 0.446987
2019-01-30 09:37:32,020 DEBUG   batch 13, loss 0.361783
2019-01-30 09:37:39,422 DEBUG   batch 14, loss 0.354332
2019-01-30 09:37:41,136 DEBUG   batch 15, loss 0.479157
2019-01-30 09:37:46,447 DEBUG   batch 16, loss 0.377852
2019-01-30 09:37:50,904 DEBUG   batch 17, loss 0.390267
2019-01-30 09:37:52,672 DEBUG   batch 18, loss 0.466613
2019-01-30 09:37:55,284 DEBUG   batch 19, loss 0.432378
2019-01-30 09:37:58,066 DEBUG   batch 20, loss 0.434668
2019-01-30 09:37:58,977 DEBUG   batch 21, loss 0.524041
2019-01-30 09:38:01,723 DEBUG   batch 22, loss 0.434073
2019-01-30 09:38:03,911 DEBUG   batch 23, loss 0.447323
2019-01-30 09:38:03,936 DEBUG  Processed 24 batches
2019-01-30 09:38:03,937 INFO   Training loss: 0.419
2019-01-30 09:38:05,125 DEBUG  batch 0
2019-01-30 09:38:07,065 DEBUG  batch 1
2019-01-30 09:38:08,936 DEBUG  batch 2
2019-01-30 09:38:09,326 DEBUG  batch 3
2019-01-30 09:38:10,154 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:38:10,154 INFO   Validation loss: 0.361 acc: 0.916
2019-01-30 09:38:10,238 INFO Epoch 15
2019-01-30 09:38:13,590 DEBUG   batch 0, loss 0.432767
2019-01-30 09:38:15,660 DEBUG   batch 1, loss 0.452417
2019-01-30 09:38:20,265 DEBUG   batch 2, loss 0.386303
2019-01-30 09:38:24,705 DEBUG   batch 3, loss 0.398380
2019-01-30 09:38:30,567 DEBUG   batch 4, loss 0.374741
2019-01-30 09:38:38,926 DEBUG   batch 5, loss 0.349194
2019-01-30 09:38:43,203 DEBUG   batch 6, loss 0.404012
2019-01-30 09:38:48,258 DEBUG   batch 7, loss 0.388926
2019-01-30 09:38:52,900 DEBUG   batch 8, loss 0.397347
2019-01-30 09:38:54,941 DEBUG   batch 9, loss 0.461782
2019-01-30 09:38:57,137 DEBUG   batch 10, loss 0.449263
2019-01-30 09:39:01,580 DEBUG   batch 11, loss 0.395552
2019-01-30 09:39:03,984 DEBUG   batch 12, loss 0.446708
2019-01-30 09:39:11,175 DEBUG   batch 13, loss 0.360781
2019-01-30 09:39:18,639 DEBUG   batch 14, loss 0.353961
2019-01-30 09:39:20,339 DEBUG   batch 15, loss 0.478804
2019-01-30 09:39:25,690 DEBUG   batch 16, loss 0.377631
2019-01-30 09:39:30,201 DEBUG   batch 17, loss 0.390071
2019-01-30 09:39:32,010 DEBUG   batch 18, loss 0.466304
2019-01-30 09:39:34,562 DEBUG   batch 19, loss 0.432130
2019-01-30 09:39:37,273 DEBUG   batch 20, loss 0.434206
2019-01-30 09:39:38,173 DEBUG   batch 21, loss 0.523713
2019-01-30 09:39:40,923 DEBUG   batch 22, loss 0.433806
2019-01-30 09:39:43,110 DEBUG   batch 23, loss 0.447036
2019-01-30 09:39:43,137 DEBUG  Processed 24 batches
2019-01-30 09:39:43,137 INFO   Training loss: 0.418
2019-01-30 09:39:44,267 DEBUG  batch 0
2019-01-30 09:39:46,220 DEBUG  batch 1
2019-01-30 09:39:48,076 DEBUG  batch 2
2019-01-30 09:39:48,759 DEBUG  batch 3
2019-01-30 09:39:49,864 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:39:49,864 INFO   Validation loss: 0.364 acc: 0.916
2019-01-30 09:39:55,559 INFO Saving summaries to /global/cscratch1/sd/esaliya/heptrkx/results/gnnsegclf_med_000/summaries.npz
2019-01-30 09:40:01,978 INFO Finished training
2019-01-30 09:40:01,979 INFO Train samples 24 time 92.8942 s rate 0.258358 samples/s
2019-01-30 09:40:01,979 INFO Valid samples 4 time 6.42695 s rate 0.62238 samples/s
2019-01-30 09:40:01,979 INFO All done!
Running your script with the autograd profiler...
Traceback (most recent call last):
  File "/usr/common/software/pytorch/v1.0.0-intel/lib/python3.7/runpy.py", line 193, in _run_module_as_main
    "__main__", mod_spec)
  File "/usr/common/software/pytorch/v1.0.0-intel/lib/python3.7/runpy.py", line 85, in _run_code
    exec(code, run_globals)
  File "/usr/common/software/pytorch/v1.0.0-intel/lib/python3.7/site-packages/torch/utils/bottleneck/__main__.py", line 234, in <module>
    main()
  File "/usr/common/software/pytorch/v1.0.0-intel/lib/python3.7/site-packages/torch/utils/bottleneck/__main__.py", line 213, in main
    autograd_prof_cpu, autograd_prof_cuda = run_autograd_prof(code, globs)
  File "/usr/common/software/pytorch/v1.0.0-intel/lib/python3.7/site-packages/torch/utils/bottleneck/__main__.py", line 105, in run_autograd_prof
    result = [run_prof(use_cuda=False)]
  File "/usr/common/software/pytorch/v1.0.0-intel/lib/python3.7/site-packages/torch/utils/bottleneck/__main__.py", line 101, in run_prof
    exec(code, globs, None)
  File "./train.py", line 128, in <module>
    main()
  File "./train.py", line 65, in main
    rank, n_ranks = init_workers(args.distributed)
  File "./train.py", line 50, in init_workers
    dist.init_process_group(backend='mpi')
  File "/usr/common/software/pytorch/v1.0.0-intel/lib/python3.7/site-packages/torch/distributed/distributed_c10d.py", line 326, in init_process_group
    raise RuntimeError("trying to initialize the default process group "
RuntimeError: trying to initialize the default process group twice!
srun: error: nid00185: task 0: Exited with exit code 1
srun: Terminating job step 18354622.2
